0.756523 0.818555 1
3.35621 2.46238 0
0.843432 2.6777 3
0.497828 1.47246 3
0.0316698 1.79438 3
1.01108 0.434031 1
0.66038 0.813778 1
3.34747 2.08635 0
1.29965 2.75208 3
1.24546 2.86352 3
0.127122 0.65684 1
0.647132 1.50009 3
0.288847 0.0550728 1
0.759092 2.1081 3
0.420362 1.26069 3
0.658475 0.203488 1
3.30518 3.37619 0
3.15998 2.41023 0
0.2262 1.12663 3
1.99318 2.27915 0
2.9111 0.619057 1
0.806037 2.36832 3
0.918531 1.47402 1
1.83016 2.07996 1
2.05765 0.43309 1
2.29752 1.13271 1
3.07536 0.677879 1
1.74909 0.64474 1
3.1804 0.0966258 1
1.14048 1.04471 1
0.330529 2.61184 3
3.40928 0.882889 1
2.72238 1.15349 1
3.31488 2.32323 0
0.463523 0.751829 1
2.18761 0.0508405 1
2.91604 3.32105 0
1.2537 1.74314 3
1.81771 2.2896 3
0.55304 1.07813 1
0.0460762 3.11267 3
3.05889 3.09341 0
0.387813 2.13557 3
1.42655 3.19085 3
1.28008 1.87969 3
0.53477 1.12426 1
0.560742 1.38868 3
1.97479 0.470601 1
1.05644 1.99214 3
2.30015 3.37178 0
2.40148 3.34246 0
1.75446 0.220815 1
1.37465 3.43821 3
2.08458 2.9901 0
2.09035 2.19713 0
2.89706 1.81892 1
1.69369 1.3852 1
2.70896 2.51895 0
2.27264 1.72948 1
2.62274 1.70057 1
1.81306 0.840719 1
2.43827 0.376433 1
2.82556 0.77386 1
2.52702 1.80807 1
0.783333 1.20159 1
1.90788 3.04237 3
1.07939 0.293978 1
2.53797 0.903839 1
2.35034 2.26393 0
1.8746 2.17504 0
1.59887 2.71605 3
2.92591 1.63077 1
1.37225 1.55002 1
1.75415 1.94767 1
1.8159 3.30564 3
0.590962 3.24777 3
1.71849 2.86452 3
2.97451 1.81209 1
2.12464 2.5943 0
1.89111 0.497451 1
2.11006 1.88479 1
2.4134 1.23241 1
3.39764 0.73038 1
1.15922 1.86823 3
3.26135 3.06379 0
1.59026 1.1064 1
0.608064 1.00737 1
0.824213 0.737896 1
1.84759 1.8875 1
2.62248 0.870498 1
0.378016 1.52275 3
0.760221 0.151081 1
1.98172 1.75932 1
1.54907 3.35262 3
1.36791 1.76319 1
0.331599 3.13996 3
0.979167 1.50646 1
2.63681 0.903721 1
0.367227 1.67213 3
1.98344 2.75376 0
1.48543 1.6245 1
0.736576 0.605046 1
2.64174 0.00388678 1
2.50508 2.97276 0
0.39202 3.04908 3
2.23632 2.01637 1
1.2652 3.14682 3
1.19493 1.76389 3
1.59524 1.03773 1
1.68109 2.55214 3
1.75785 1.40677 1
2.34734 0.770544 1
2.63924 3.37608 0
1.39104 3.17184 3
2.78269 2.66749 0
3.37313 0.695442 1
0.291929 3.00741 3
3.34281 0.567412 1
1.80833 1.60488 1
2.49776 2.10232 0
0.885458 0.525153 1
0.0375365 2.67657 3
2.55957 1.01352 1
2.99096 2.52525 0
0.0592158 0.589735 1
0.0713929 2.83012 3
0.601981 3.47123 3
2.13072 0.162315 1
2.34565 0.345056 1
2.46601 2.51762 0
0.913414 2.73001 3
0.192826 2.10191 3
0.981885 1.82617 3
1.32577 2.07753 3
3.01989 0.251645 1
3.00492 3.32626 0
1.5843 2.10836 3
1.25953 2.005 3
2.12828 0.940957 1
1.47664 0.427822 1
1.00836 0.11438 1
2.88956 1.4241 1
0.406181 0.245552 1
1.80651 2.50795 3
2.39506 0.141152 1
2.63833 1.93373 1
1.29612 2.87316 3
1.5586 2.97318 3
0.350056 2.74743 3
3.31086 1.03921 1
1.98405 2.52881 0
0.507279 3.25318 3
1.8746 2.23305 0
2.94693 2.38696 0
0.0392596 0.226436 1
1.61415 1.28047 1
1.43537 1.3389 1
2.82001 1.7645 1
1.42987 3.14445 3
3.22325 1.30279 1
3.26491 0.141402 1
3.34944 0.412503 1
1.79658 3.08078 3
1.08135 1.83729 3
3.27583 2.13449 0
0.594204 1.89404 3
0.893549 0.41162 1
0.918941 1.39363 1
1.2714 2.67746 3
3.45111 2.53572 0
1.41576 3.26577 3
0.506982 1.75979 3
2.55037 3.35047 0
0.157476 1.28087 3
1.20622 3.03191 3
3.32473 0.335889 1
1.96069 0.686149 1
1.15092 1.88502 3
2.78252 3.25477 0
0.637596 1.78153 3
1.45473 2.17032 3
2.53784 2.22358 0
0.722269 0.950013 1
0.112562 0.242918 1
2.9212 2.79623 0
3.36235 1.01924 1
1.51625 3.15168 3
2.63621 1.31061 1
1.94987 0.347258 1
1.08458 0.297113 1
2.88037 0.51245 1
2.91579 2.6302 0
1.38255 0.0531131 1
2.7213 0.370233 1
3.32126 1.31815 1
3.16351 2.47171 0
0.606085 2.64322 3
0.435252 0.245152 1
2.07335 2.63723 0
0.966698 1.35053 1
2.87108 1.47326 1
3.09473 1.70918 1
0.0483488 2.91774 3
0.38461 0.661532 1
2.71801 0.935871 1
3.23949 2.09459 0
0.220504 3.12366 3
2.7527 1.23976 1
1.37522 2.60709 3
0.345153 0.609063 1
0.358281 1.37062 3
1.94157 0.498516 1
2.562 3.43715 0
1.69945 0.535329 1
0.0493562 2.3994 3
3.27417 2.15375 0
3.31699 2.85548 0
1.11427 0.140546 1
2.90946 0.923973 1
2.21026 0.260164 1
3.1044 0.0853386 1
3.38502 1.58447 1
1.48606 1.79132 1
2.0147 1.00223 1
1.75153 3.30879 3
1.17558 1.03148 1
1.26485 0.820492 1
1.01617 2.23809 3
0.425944 0.849846 1
2.2883 3.17437 0
0.049834 3.45 3
1.26774 0.481269 1
2.35824 2.49068 0
1.77867 2.19132 3
2.96323 0.701591 1
2.41385 1.81602 1
1.73475 0.509061 1
1.80132 2.47553 3
2.02297 0.501462 1
3.21431 1.12605 1
2.75055 3.488 0
1.33319 1.11094 1
3.47687 2.66139 0
2.16752 0.833479 1
2.91817 0.748314 1
2.45119 1.1759 1
3.00115 2.76829 0
1.41319 1.99902 3
2.86368 2.71873 0
2.64061 1.84832 1
0.250034 0.362207 1
1.05153 3.15768 3
2.25491 0.425871 1
