1.31462 0.251571 
0.394866 3.45359 
1.91847 2.58641 
2.93817 3.09037 
2.35589 1.8386 
2.70359 0.11362 
2.20967 1.94485 
0.446843 0.550011 
1.05359 1.9365 
2.97478 2.89184 
0.276392 0.72105 
1.12311 0.243086 
2.02446 0.93669 
2.96183 2.67211 
2.32741 0.0645441 
2.25032 0.152027 
0.316115 2.64518 
0.115621 2.23459 
1.74159 3.05379 
1.83496 0.607478 
1.40239 1.04854 
0.721098 0.122053 
2.9934 1.16794 
0.672063 0.556988 
3.10444 0.156847 
3.44882 3.38083 
0.877897 1.08194 
0.133916 2.90235 
2.01863 3.09574 
2.08446 0.856032 
3.16029 0.844779 
1.00806 3.4764 
3.48996 1.12368 
2.22099 1.74156 
0.687468 0.565949 
2.34903 2.08985 
1.61449 3.07013 
2.21191 1.11789 
0.748073 2.88397 
1.67488 0.362511 
3.04082 1.6337 
0.253341 0.428712 
2.71564 0.387257 
3.33107 1.24427 
3.483 1.92553 
2.1003 3.15329 
2.77031 3.10836 
3.13969 2.77027 
0.742036 1.87068 
1.02183 1.4295 
2.43663 3.37086 
0.0293569 0.561125 
2.95099 2.24126 
1.67901 0.209064 
1.63523 3.35389 
0.571575 1.18605 
1.49759 0.824916 
1.61476 0.723234 
1.21217 1.45583 
1.9675 1.20517 
3.38135 0.577797 
0.868463 2.66166 
0.196153 0.518155 
1.94193 0.938189 
2.38884 2.96376 
2.36769 1.33547 
2.84462 2.39705 
1.8966 2.30561 
1.14831 0.08561 
2.51467 2.78354 
3.4395 3.08625 
0.479592 1.4471 
0.421164 2.09435 
2.17033 1.63334 
0.0601794 0.647829 
2.83851 3.44153 
1.22563 0.216976 
2.6132 1.42178 
0.735131 1.06513 
2.35997 3.12397 
0.538887 1.23766 
0.96944 3.3835 
0.144709 2.86604 
2.19911 1.29302 
2.95165 1.22379 
0.586566 2.90115 
0.820033 1.06616 
0.858244 1.2412 
3.16051 3.02857 
2.87453 3.22069 
0.186403 2.22305 
3.17222 1.41203 
2.44002 2.29542 
2.83381 3.17515 
3.36055 1.70378 
2.80912 0.409436 
2.94144 0.288562 
0.30294 3.08615 
3.1546 2.50205 
0.889167 2.61624 
0.245974 3.53916 
2.11453 3.10125 
2.65114 5.00966 
2.3958 4.30749 
2.5284 3.75388 
2.0266 4.72281 
0.43247 3.69517 
0.555531 4.97736 
0.449248 5.51114 
2.64898 2.31423 
1.64814 3.93884 
0.741268 3.076 
2.23981 3.05723 
0.654787 3.88999 
0.0268191 3.58217 
0.978675 2.27279 
3.12133 5.0932 
1.37405 4.13247 
2.46286 2.12984 
0.799961 3.35126 
1.88372 4.82657 
0.434069 4.31619 
0.881736 2.9896 
1.65355 3.33098 
0.860735 2.66254 
1.64522 4.50887 
2.60138 4.38649 
3.58487 3.20119 
3.44371 2.59966 
3.09117 5.47053 
2.18183 2.42985 
0.103326 3.66316 
3.52305 3.47737 
0.155632 4.34591 
1.60721 2.95559 
0.0571619 5.49093 
0.142158 2.49123 
2.16712 3.02389 
1.48083 2.18067 
2.35488 4.34156 
0.843204 2.3601 
1.21044 5.44458 
2.74658 3.15531 
1.00577 4.5503 
1.75497 2.45694 
2.38083 2.2968 
0.886789 4.48415 
1.95997 2.76984 
0.321526 4.1156 
3.11574 3.92874 
3.07119 5.17291 
1.77967 5.21335 
0.0241359 2.30678 
0.597244 3.50497 
0.487451 4.95212 
0.20653 3.33066 
3.31222 3.41697 
1.13524 4.4188 
2.57228 4.14101 
1.32909 2.68726 
2.59795 2.06992 
0.98406 5.48474 
2.55408 4.94403 
0.614573 4.8756 
1.41963 2.09032 
1.16434 2.85082 
3.26322 4.94401 
0.424167 5.28736 
3.25079 3.02141 
1.15232 2.09824 
0.333532 3.35885 
1.4289 2.00575 
2.77582 4.56414 
2.42455 3.70811 
1.06514 2.11364 
2.39536 2.02309 
0.183568 5.37942 
3.50783 4.73765 
2.68345 2.4824 
1.97325 2.46307 
0.572715 5.13759 
1.31389 2.19594 
2.4416 3.73806 
3.48329 4.05239 
2.75947 2.99562 
2.15064 5.093 
2.35447 5.57954 
3.09875 3.49029 
2.50367 3.8833 
3.1984 5.56882 
1.99694 3.95376 
3.59191 4.18051 
1.69318 5.45973 
1.27816 2.73663 
0.302129 5.25141 
1.1997 2.87484 
2.749 4.51359 
1.07078 3.5506 
0.611648 2.91407 
3.603 5.37112 
4.04085 4.2588 
5.01808 2.66703 
4.19418 4.43965 
4.25968 2.97981 
2.5623 3.78775 
2.90374 4.69639 
