3.00386 2.97542 
0.658643 1.45201 
0.175139 2.24167 
2.10868 2.26956 
1.91998 3.47368 
2.68472 2.39324 
0.57393 1.86815 
0.799448 1.29376 
1.89059 0.197681 
2.89185 3.39634 
2.5721 3.32468 
2.82584 1.37295 
3.19896 0.224155 
0.22882 1.70494 
1.61693 2.66272 
3.28739 1.13079 
2.14814 0.456038 
2.5828 2.32328 
2.69771 1.20148 
1.10284 1.12769 
1.18516 0.297562 
0.0309263 1.75909 
2.16571 0.830374 
3.05284 0.5663 
1.02805 2.4547 
0.47264 0.110155 
2.28938 3.29848 
1.48311 1.99834 
0.0326332 1.71193 
0.21328 1.64956 
0.884651 0.010674 
2.78035 3.03279 
0.466712 1.87314 
1.86608 3.16442 
3.07462 2.96891 
0.802108 0.76978 
3.26648 0.833035 
2.52887 1.94219 
1.66341 2.09171 
2.50849 2.69146 
1.05641 2.98113 
2.80162 3.34579 
2.7896 0.794727 
1.85413 2.82224 
2.50666 2.06741 
0.981798 3.39131 
2.07808 0.272146 
2.9341 2.5448 
2.14529 1.31018 
2.21922 1.72991 
0.789091 3.02133 
2.49969 0.565566 
0.36436 1.53856 
2.50775 2.02777 
0.140271 1.52624 
1.22923 1.19668 
1.01736 0.540851 
1.05247 0.316968 
1.33558 2.9066 
3.1392 0.352233 
1.48401 0.631002 
0.253539 0.072093 
0.903149 3.18764 
2.61689 3.04844 
1.00782 1.34611 
1.28835 1.79691 
0.87743 0.298046 
2.36247 1.24179 
1.83661 1.38023 
3.26956 1.97688 
2.90646 1.00879 
3.17356 0.433827 
1.54964 0.736025 
0.750795 2.88522 
0.152625 0.4 
3.23745 1.63663 
1.031 0.000991605 
1.70873 1.93415 
3.18863 0.835615 
1.49259 0.706448 
2.18172 2.78094 
2.50336 3.05915 
3.07899 1.37583 
0.810941 1.4256 
2.75605 0.5905 
3.40247 2.17252 
1.59929 3.08603 
2.60635 3.14893 
0.332055 3.35714 
2.54415 0.484679 
0.26714 2.2916 
2.12131 1.29814 
2.2926 0.34004 
3.23229 1.99123 
1.17566 1.23488 
2.69768 3.35738 
0.525827 1.71103 
2.92653 0.114817 
3.08686 0.247467 
1.54041 2.35291 
0.837967 1.45289 
1.03543 2.43726 
1.04892 0.151777 
2.09619 1.38097 
0.0189175 1.15034 
1.86565 0.286057 
3.44195 0.496963 
1.5842 2.24454 
0.837003 1.32649 
0.745772 2.01266 
2.56138 3.44345 
1.88003 3.0872 
1.66448 1.31656 
3.20202 1.26134 
1.56403 1.25243 
0.124254 2.40199 
2.70532 1.15969 
1.34925 0.264237 
1.31146 3.44544 
1.64521 1.33038 
1.10579 0.0208583 
1.61644 1.05773 
0.517821 3.20064 
3.30228 1.35482 
1.03713 0.55805 
3.36748 0.108507 
0.511498 1.75752 
3.19571 2.17598 
3.07408 2.90773 
3.43732 1.1481 
0.670166 0.0715711 
0.060097 3.37549 
1.23126 1.40935 
0.149725 2.54272 
1.36479 1.79493 
0.383104 2.47058 
1.81579 1.99954 
0.038312 2.33361 
1.71018 3.34059 
